Date,Close,High,Low,Open,Volume
2021-08-16,47.25035095214844,47.377051433291314,46.68442943986496,47.31792540132519,16959500
2021-08-17,46.929378509521484,47.55442600748235,46.45636706669493,46.87869767639216,16243700
2021-08-18,45.94113540649414,47.14055633203344,45.87356416650574,46.81113566240897,21890500
2021-08-19,44.53898620605469,45.366753823587885,44.00684872973803,45.16403693307565,30923500
2021-08-20,44.54742431640625,44.88528679646899,44.01528696320292,44.15043259965324,16918300
2021-08-23,46.38034439086914,46.50704485433213,45.56947044666061,45.56947044666061,21632600
2021-08-24,46.76045227050781,47.174334522473714,46.46481886840487,46.701326234512685,17915600
2021-08-25,46.844913482666016,47.1067596375714,46.34656320212161,46.65909019343266,13270300
2021-08-26,46.2114143371582,46.91248469280283,46.143843115408856,46.62529975058273,11842600
2021-08-27,47.10676574707031,47.478415595865094,46.794241937353625,46.794241937353625,15822500
2021-08-30,46.59150695800781,47.5882073311248,46.557719740109434,47.503742508505304,14086100
2021-08-31,46.05093002319336,46.718213159175576,46.00024919011339,46.39724099392275,27104100
2021-09-01,45.417442321777344,46.2536552749789,45.273848213149066,46.02559954019842,21644100
2021-09-02,46.52394104003906,46.996949255951876,45.83976429928785,45.856657910159996,23293300
2021-09-03,46.34656524658203,46.72666348107399,46.118506305886854,46.557730574396764,13840000
2021-09-07,46.076271057128906,46.684428194994496,46.00869983188106,46.17762950606417,14354400
2021-09-08,45.65393829345703,46.608406374187375,45.6201510713489,46.27898901395017,18756700
2021-09-09,45.68772888183594,46.45637051973187,45.02044569560565,45.29073704813211,19110800
2021-09-10,45.59482192993164,46.65064867864845,45.56948311904324,46.61686144937891,15123700
2021-09-13,46.768898010253906,47.241909525845024,46.13540199825576,46.16074402978228,22052300
2021-09-14,46.10161209106445,47.10675780812125,45.958018004555235,47.039183362204696,19940300
2021-09-15,47.65578842163086,47.74870167904478,46.718217096584176,46.768894711808414,23240900
2021-09-16,47.14898681640625,47.68956945614138,46.87869549653868,47.68956945614138,17907200
2021-09-17,46.59150695800781,47.934518259267044,46.540826131160244,46.74354621642406,30000400
2021-09-20,45.34986877441406,45.755305854111946,44.73326634765723,45.425888428240384,27555100
2021-09-21,45.30763626098633,46.04249076512132,44.978218835757794,45.92423868653954,19696800
2021-09-22,46.63375473022461,47.22501834969946,45.92423903128029,45.97491987482185,25690600
2021-09-23,48.2132682800293,48.34841395838572,46.69287537086061,46.81112743665659,23069400
2021-09-24,48.64405059814453,48.83832233525949,47.875408846025536,47.89230246083478,22328600
2021-09-27,50.08841323852539,50.51074387834791,49.682976210951026,49.70831501825971,32972200
2021-09-28,50.612098693847656,51.085110136434515,50.26578772295649,50.595208304939945,37619300
2021-09-29,50.57831954956055,50.84016249041659,49.877249123892874,50.54453232424778,23422800
2021-09-30,49.68297576904297,50.82326719757055,49.67453057405754,50.781034778389355,31289600
2021-10-01,51.46521759033203,51.51589843255547,50.18133191981831,50.18133191981831,24407300
2021-10-04,52.13249588012695,52.428126042947625,51.48210629979436,51.794630075080086,33946700
2021-10-05,52.04802703857422,52.960262765267125,51.54123156071842,52.80822347748497,29641600
2021-10-06,51.09356689453125,51.62570122942482,50.46851607271472,51.07667328073865,25284900
2021-10-07,51.23715591430664,51.591915346788426,50.79793163806252,51.194923492425474,19513600
2021-10-08,52.52104187011719,52.72375878536186,51.735506573757704,51.735506573757704,22186900
2021-10-11,51.99735641479492,53.26434850190089,51.946675571344784,53.23900646911207,22121500
