Date,Close,High,Low,Open,Volume
2021-08-13,141.16732788085938,143.09098023178507,140.80555160317127,142.76448081023386,8980900
2021-08-16,140.2408447265625,140.32909075362585,138.3436763247806,140.24967740794082,8755800
2021-08-17,138.54666137695312,140.17911904293894,137.01128244417657,139.04082040434747,9347200
2021-08-18,137.28477478027344,139.42901564212022,137.07299241951196,137.92892761396854,8065500
2021-08-19,136.1376495361328,137.26712857814314,135.01698971035066,135.14935874048683,9517700
2021-08-20,136.52593994140625,136.6847666544991,135.1493879034477,136.1994538326342,6974100
2021-08-23,138.2730712890625,138.61720922433867,136.98476556806037,137.06417890748125,7934600
2021-08-24,139.1290283203125,139.9055503326464,138.42310044223206,138.53781759345077,7670900
2021-08-25,141.99684143066406,142.7557115008101,139.24373767127554,139.87023869794103,11335000
2021-08-26,142.72923278808594,144.56463968480463,142.1997835712516,143.1792551972781,11027500
2021-08-27,143.87635803222656,143.97342326928566,142.29684312594244,142.72922708456065,8780200
2021-08-30,141.57327270507812,144.2646146848037,141.07912731820102,144.01754199136514,7937600
2021-08-31,141.14088439941406,142.39389972441805,140.61144870030827,141.5732683318009,12340800
2021-09-01,140.93800354003906,141.85570061192968,140.2761984946649,141.37920690362185,8729900
2021-09-02,141.5909423828125,142.60570439655254,140.6820513681176,141.20268139737863,8813300
2021-09-03,140.7349853515625,141.97034878330086,140.43495697718183,141.52914563418693,7959700
2021-09-07,140.4879150390625,142.40273512283778,140.26731346077798,141.176190886154,9285600
2021-09-08,139.86141967773438,140.81442024143067,139.4555067940577,140.20555764814247,7852700
2021-09-09,140.47027587890625,141.9174218250843,139.4908042439383,139.65846361294814,7904300
2021-09-10,138.85546875,141.82035473081487,138.73193239515157,141.6791664782873,8311600
2021-09-13,141.06153869628906,141.2291981272817,139.482036592987,139.88793614379847,10052800
2021-09-14,138.59957885742188,142.3674444678126,137.88481836768284,141.58210331522693,11685600
2021-09-15,139.5614013671875,140.02907568843747,138.07013237644753,138.29073397946934,11691500
2021-09-16,139.49961853027344,141.93506870652368,138.73192930399588,140.66440139099356,10880900
2021-09-17,139.13783264160156,140.311434752066,138.5378027613687,138.87312149705937,25581600
2021-09-20,134.97288513183594,136.3847272540793,132.79334030701713,135.79351659818047,15819900
2021-09-21,134.9905242919922,136.37590877203897,134.63756712564353,135.4758504940612,8999900
2021-09-22,137.5760040283203,138.75842553591713,136.86125690006335,136.94948947355948,11236200
2021-09-23,142.22622680664062,142.6939144863587,139.12898584929988,139.42018151503368,12336100
2021-09-24,143.86753845214844,144.352864681638,141.90860856444667,142.45569624253298,10102400
2021-09-27,147.34420776367188,147.71481681295234,145.25290903399915,145.5970469700776,13220900
2021-09-28,146.550048828125,149.39139836399926,146.17943977533085,147.97954281239566,13387900
2021-09-29,146.43531799316406,147.27360125780172,145.63232505501117,146.6647522408941,7777100
2021-09-30,144.4411163330078,147.35306035884318,143.64694243625956,147.2912854433882,13161200
2021-10-01,147.4766082763672,148.50902230499477,144.36171428976408,144.7146715174392,11285000
2021-10-04,147.31773376464844,150.39733669652807,146.24119696734735,147.33538566125475,14120000
2021-10-05,149.7234649658203,151.03729209525454,147.95689013320944,148.4362684606215,12292900
2021-10-06,150.04306030273438,150.11407982266005,147.36213099429037,149.1287059952723,8692600
2021-10-07,150.992919921875,152.25348594238827,150.50466918086212,151.97829376443244,10195400
